time_s,body_x_m,body_y_m,body_z_m,body_dx_m,body_dy_m,body_dz_m,body_vx_m_s,body_vy_m_s,body_vz_m_s,body_wx_rad_s,body_wy_rad_s,body_wz_rad_s,roll_rad,pitch_rad,yaw_rad,roll_deg,pitch_deg,yaw_deg,m1_cmd_rad,m1_cmd_deg,m1_q_rad,m1_q_deg,m1_vel_rad_s,j1_q_rad,j2_q_rad,j3_q_rad,j4_q_rad,j1_q_deg,j2_q_deg,j3_q_deg,j4_q_deg,j1_vel_rad_s,j2_vel_rad_s,j3_vel_rad_s,j4_vel_rad_s,j1_tau_raw_nm,j2_tau_raw_nm,j3_tau_raw_nm,j4_tau_raw_nm,j1_tau_applied_nm,j2_tau_applied_nm,j3_tau_applied_nm,j4_tau_applied_nm,j1_clipped,j2_clipped,j3_clipped,j4_clipped,tail_tip_relative_rad,tail_tip_relative_deg,safety_tripped
4.026,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.02270843215,1.301097322,0.0226688792,1.298831105,0.8675034818,0.0008554682777,0.0005862479491,-6.12976111e-05,-0.0003705462449,0.04901472182,0.03358953323,-0.00351209441,-0.02123073595,0.3382351259,0.3565273073,0.02769981678,-0.4370567259,-0.01915853724,-0.01325398219,0.001320847627,0.008589074114,-0.01915853724,-0.01325398219,0.001320847627,0.008589074114,0,0,0,0,0.02367875157,1.356692529,0
4.0315,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.02745482425,1.573045557,0.02744328111,1.572384184,0.863626301,0.003090922785,0.0007265937094,2.83464454e-05,-5.785518977e-05,0.1770968304,0.04163075297,0.001624131686,-0.003314858197,0.2940021747,0.05590277218,0.0422038384,0.2544235771,-0.06829430345,-0.01604096438,-0.0006658256372,0.001018390598,-0.06829430345,-0.01604096438,-0.0006658256372,0.001018390598,0,0,0,0,0.03123128886,1.78942104,0
4.037,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.03216843246,1.843115413,0.03214479513,1.841761094,0.8532703751,0.003163184318,0.002647312147,0.001401102668,0.0005078576622,0.1812371113,0.1516798131,0.08027726954,0.02909810064,0.001193841746,0.1768736183,0.3740778039,0.2864509463,-0.06959124885,-0.05841774084,-0.0311983365,-0.01145931951,-0.06959124885,-0.05841774084,-0.0311983365,-0.01145931951,0,0,0,0,0.03986425192,2.284053389,0
4.0425,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.03684362823,2.1109844,0.03682077716,2.109675129,0.8430783127,0.003372677987,0.003198478266,0.003145119484,0.002733788645,0.1932402143,0.1832593055,0.1802020725,0.1566345515,-0.05476934568,0.388618723,0.2526859809,0.1502467222,-0.07414414636,-0.07075514057,-0.06944531463,-0.06029359692,-0.07414414636,-0.07075514057,-0.06944531463,-0.06029359692,0,0,0,0,0.04927084154,2.823011273,0
4.048,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.04147482891,2.376332653,0.04145326501,2.375097132,0.8443226741,0.004120030473,0.004440000459,0.004010139758,0.003161003361,0.2360603576,0.2543932874,0.2297640834,0.1811121516,0.4017162963,-0.112979252,0.05204258806,0.1735737221,-0.09104238671,-0.09756703085,-0.08827511726,-0.06971564767,-0.09104238671,-0.09756703085,-0.08827511726,-0.06971564767,0,0,0,0,0.05718443906,3.276427012,0
4.0535,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.04605650436,2.638843319,0.04605665431,2.638851911,0.8303918687,0.006233603095,0.005141949912,0.003671615142,0.00243804543,0.3571591485,0.2946120284,0.2103680516,0.1396897134,0.3382018723,0.3192137247,-0.120179136,-0.3374582427,-0.13747747,-0.1134421118,-0.08065535399,-0.05329954122,-0.13747747,-0.1134421118,-0.08065535399,-0.05329954122,0,0,0,0,0.06354186789,3.640680853,0
4.059,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.05058318358,2.898202934,0.05077074048,2.908949152,0.9697672859,0.008286981898,0.005342840664,0.0032515528,0.002084435262,0.4748090877,0.3061222206,0.1863002523,0.1194293432,0.08991303487,0.07048340148,0.0449701341,0.02444432369,-0.1824035148,-0.117612978,-0.07157913173,-0.04588202009,-0.1824035148,-0.117612978,-0.07157913173,-0.04588202009,0,0,0,0,0.0697365511,3.995610056,0
4.0645,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.05504946126,3.154101795,0.05668319886,3.247708064,1.007855894,0.007347608401,0.005622290841,0.004195235718,0.002997972481,0.4209869509,0.3221335364,0.2403693007,0.1717711702,0.01885635538,-0.2189132992,0.1394455981,0.4235066704,-0.1616662412,-0.1234714852,-0.0924346314,-0.06637890124,-0.1616662412,-0.1234714852,-0.0924346314,-0.06637890124,0,0,0,0,0.0768463063,4.402969022,0
4.07,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.0594500042,3.406234333,0.06175638912,3.538380455,0.7931815961,0.007290996207,0.006283930502,0.004801550299,0.003347692845,0.4177433111,0.3600426965,0.2751085673,0.1918086711,0.154999924,0.2385765118,0.02860828265,-0.1334888031,-0.1605569165,-0.1384850476,-0.1056627149,-0.0735157538,-0.1605569165,-0.1384850476,-0.1056627149,-0.0735157538,0,0,0,0,0.08348055897,4.783083701,0
4.0755,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.06377955769,3.654299475,0.06592433654,3.777186251,0.9014739294,0.00883014637,0.006802792758,0.004666903937,0.003079000307,0.5059301195,0.389771314,0.267393899,0.1764137227,-0.03768873844,0.2175558829,0.06053632242,-0.1076601215,-0.1942255314,-0.1498789966,-0.1027324229,-0.06763034664,-0.1942255314,-0.1498789966,-0.1027324229,-0.06763034664,0,0,0,0,0.08930317991,5.116695306,0
4.081,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.0680329518,3.898001006,0.07143893522,4.093149481,1.042300363,0.008284474244,0.006562330334,0.005144187358,0.003890879372,0.4746654096,0.3759938319,0.2947402246,0.2229309666,-0.09660086283,-0.187066453,0.07680852903,0.257355357,-0.1821618325,-0.1441842009,-0.1132489304,-0.08585670153,-0.1821618325,-0.1441842009,-0.1132489304,-0.08585670153,0,0,0,0,0.09532080652,5.461479914,0
4.0865,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.07220510754,4.137047921,0.07696074669,4.409525974,0.8785371185,0.007761380282,0.006665672173,0.005219620167,0.003770006599,0.4446943333,0.3819148831,0.2990622063,0.2160054668,0.1846288187,-0.05004354484,-0.1188125919,-0.08348657869,-0.170934995,-0.1465947443,-0.1147128311,-0.08285665859,-0.170934995,-0.1465947443,-0.1147128311,-0.08285665859,0,0,0,0,0.1003774259,5.751202863,0
4.092,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.07629104292,4.371154774,0.08193401738,4.694473394,1.005977791,0.00844568654,0.006692311998,0.004499871296,0.002819542655,0.4839021938,0.3834412327,0.2578236336,0.1615478943,-0.08679531181,0.0609813542,-0.07481785012,-0.1980064295,-0.1857183086,-0.1472918453,-0.09892235065,-0.06183193198,-0.1857183086,-0.1472918453,-0.09892235065,-0.06183193198,0,0,0,0,0.1043914299,5.981188349,0
4.0975,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.08028587892,4.600042016,0.0878275532,5.032148123,1.126953365,0.007759568594,0.005749406611,0.004253125596,0.003097618814,0.4445905313,0.3294167335,0.2436861464,0.1774804846,-0.2637272026,-0.1436035394,0.0005927108035,0.06002704243,-0.1704467819,-0.1263433419,-0.09356935583,-0.06820764094,-0.1704467819,-0.1263433419,-0.09356935583,-0.06820764094,0,0,0,0,0.1086872728,6.227322019,0
4.103,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.08418484528,4.823436334,0.09337784562,5.350156454,0.8521911686,0.00710065076,0.005287028317,0.003945373967,0.002863703272,0.4068373203,0.3029244087,0.2260532769,0.1640781113,0.1418538738,-0.1237247401,-0.1436387133,-0.07072874378,-0.1563561706,-0.1161908982,-0.08665458856,-0.06293074325,-0.1563561706,-0.1161908982,-0.08665458856,-0.06293074325,0,0,0,0,0.1125746019,6.450049571,0
4.1085,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.08798328624,5.04107097,0.09786344486,5.607162359,0.8087964077,0.00749581777,0.005431610926,0.003327116299,0.001884816102,0.4294787222,0.311208382,0.1906297219,0.1079920078,0.02967288407,-0.001137102771,-0.07052332085,-0.09944824233,-0.1649376638,-0.1194943033,-0.07312603526,-0.04136650601,-0.1649376638,-0.1194943033,-0.07312603526,-0.04136650601,0,0,0,0,0.116002806,6.646471193,0
4.114,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.09167666608,5.252686046,0.1024582315,5.870424244,0.8561358608,0.007077240949,0.004992875321,0.003403847652,0.002284185654,0.405496037,0.2860706835,0.1950261046,0.1308741976,-0.2297003437,0.005280659354,0.09279005613,0.07566534438,-0.1554696005,-0.1098485377,-0.07497743841,-0.05032774972,-0.1554696005,-0.1098485377,-0.07497743841,-0.05032774972,0,0,0,0,0.1202163811,6.887891266,0
4.1195,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.0952605745,5.458028873,0.1063135313,6.091316647,0.5649689913,0.006930685096,0.004957721358,0.003663991344,0.002683691591,0.3970990052,0.2840565098,0.2099312402,0.1537642017,0.1321318368,0.04621909239,0.003512126819,0.000932227825,-0.152607204,-0.109116089,-0.0806113217,-0.05904214723,-0.152607204,-0.109116089,-0.0806113217,-0.05904214723,0,0,0,0,0.1245496207,7.136167604,0
4.125,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.09873073196,5.65685425,0.1090995106,6.250941506,0.4836976616,0.007669792307,0.005697963695,0.00372670664,0.002320858773,0.439446729,0.3264692715,0.213524562,0.1329754125,0.1634485493,0.05210158448,0.0221451067,0.03347103254,-0.1688988793,-0.1254073029,-0.08200969119,-0.05109236404,-0.1688988793,-0.1254073029,-0.08200969119,-0.05109236404,0,0,0,0,0.128514832,7.363357481,0
4.1305,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.1020829947,5.848924758,0.1121726462,6.427019205,0.60058837,0.007579053475,0.005943456526,0.004272710206,0.002913485371,0.4342477768,0.3405349747,0.2448082619,0.1669304154,-0.1283594787,0.05493490553,0.1414675195,0.1335682118,-0.166610817,-0.1308109785,-0.09414109206,-0.06423024637,-0.166610817,-0.1308109785,-0.09414109206,-0.06423024637,0,0,0,0,0.1328813518,7.613540634,0
4.136,-3.5,0,2,0,0,0,0,0,0,0,0,0,-4.33680869e-19,-0,-1.293984181e-34,-2.484808345e-17,-0,-7.413983235e-33,0.1053133599,6.034011046,0.1150713283,6.593101453,0.4731481186,0.007606768912,0.006069459167,0.004718913989,0.003502046639,0.4358357544,0.3477543942,0.2703738555,0.2006524921,0.06354605009,0.1020430356,0.03445550222,-0.02097059624,-0.1674124621,-0.1336301447,-0.1038505633,-0.07702405546,-0.1674124621,-0.1336301447,-0.1038505633,-0.07702405546,0,0,0,0,0.136968517,7.847717949,0
