time_s,motor_cmd_rad_s,motor_angle_rad,motor_angle_deg,motor_velocity_rad_s,motor_effort_nm,motor_saturated,left_length_m,right_length_m,left_free_length_m,right_free_length_m,left_extension_m,right_extension_m,left_strain,right_strain,left_length_rate_m_s,right_length_rate_m_s,left_tension_n,right_tension_n,left_overstretch,right_overstretch,j0_q_rad,j0_q_deg,j0_qdot_rad_s,j0_passive_tau_nm,j1_q_rad,j1_q_deg,j1_qdot_rad_s,j1_passive_tau_nm,j2_q_rad,j2_q_deg,j2_qdot_rad_s,j2_passive_tau_nm,j3_q_rad,j3_q_deg,j3_qdot_rad_s,j3_passive_tau_nm,j4_q_rad,j4_q_deg,j4_qdot_rad_s,j4_passive_tau_nm,safety_tripped
3.9725,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9745,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9765,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9785,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9805,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9825,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9845,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9865,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9885,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9905,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9925,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9945,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9965,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
3.9985,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.001,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034861,-75.00217276,860.6808881,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0035,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.006,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034867,-75.00217314,860.6812552,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0085,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.011,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034867,-75.00217314,860.6812552,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0135,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.016,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034867,-75.00217314,860.6812552,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0185,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.021,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034618,-75.00215887,860.6817532,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0235,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.026,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034613,-75.00215858,860.6814691,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0285,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.031,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034613,-75.00215858,860.6814691,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0335,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.036,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034613,-75.00215858,860.6814691,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0385,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.041,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034925,-75.00217642,860.6808461,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0435,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.046,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034931,-75.00217679,860.6812015,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0485,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.051,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034931,-75.00217679,860.6812015,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0535,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.056,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034931,-75.00217679,860.6812015,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0585,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.061,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034743,-75.00216599,860.6815784,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0635,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,-1.136868377e-13,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.066,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034739,-75.00216577,860.6813634,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0685,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.071,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034739,-75.00216577,860.6813634,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0735,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.076,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034739,-75.00216577,860.6813634,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0785,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.081,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034543,-75.00215456,860.6817549,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0835,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.086,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034539,-75.00215433,860.6815315,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0885,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.091,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034539,-75.00215433,860.6815315,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0935,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.096,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034539,-75.00215433,860.6815315,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.0985,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
4.101,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.309034861,-75.00217276,860.6808881,0.001402015343,-0.2560541772,-14.67082368,-1000,0.0002064896545,0.3329175408,19.07477002,1000,-0.01312278234,-0.1590739565,-9.114266338,-1000,0.01509223099,1
4.1035,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
