time_s,motor_cmd_rad_s,motor_angle_rad,motor_angle_deg,motor_velocity_rad_s,motor_effort_nm,motor_saturated,left_length_m,right_length_m,left_free_length_m,right_free_length_m,left_extension_m,right_extension_m,left_strain,right_strain,left_length_rate_m_s,right_length_rate_m_s,left_tension_n,right_tension_n,left_overstretch,right_overstretch,j0_q_rad,j0_q_deg,j0_qdot_rad_s,j0_passive_tau_nm,j1_q_rad,j1_q_deg,j1_qdot_rad_s,j1_passive_tau_nm,j2_q_rad,j2_q_deg,j2_qdot_rad_s,j2_passive_tau_nm,j3_q_rad,j3_q_deg,j3_qdot_rad_s,j3_passive_tau_nm,j4_q_rad,j4_q_deg,j4_qdot_rad_s,j4_passive_tau_nm,safety_tripped
2.0465,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0485,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0505,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0525,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0545,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0565,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0585,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0605,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0625,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813633,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0645,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0665,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0685,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0705,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0725,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0745,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0765,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0785,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0805,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375421,-99.65887059,-860.6813634,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0825,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0845,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0865,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0885,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0905,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0925,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0945,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0965,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.0985,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1005,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375305,-99.65886396,-860.6815315,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1025,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887484,-860.6812553,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1045,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1065,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1085,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1105,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1125,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1145,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1165,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1185,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1205,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375495,-99.65887485,-860.6812552,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1225,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.681469,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1245,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1265,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1285,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1305,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1325,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1345,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1365,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1385,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1405,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375348,-99.65886642,-860.6814691,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1425,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812016,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1445,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1465,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1485,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1505,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1525,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1545,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
2.1565,0,0.2428290205,13.91307802,986.6666667,-0.05,1,0.2719061685,0.2894032787,0.2808969141,0.2808969141,-0.008990745558,0.008506364658,-0.03200727779,0.03028286973,-33.48125449,33.49086492,0,0,0,1,-1.482047737,-84.91508034,0,-7.177515402e-05,-1.739375532,-99.65887696,-860.6812015,0.001402015343,0.2439458228,13.97706607,1000,0.0002064896545,-0.1670824592,-9.57311974,-1000,-0.01312278234,0.3409260435,19.53362342,1000,0.01509223099,1
